quest_id,quest_xml,quest_xml_sha256,route_type,npc_id,source_node,source_status,target_node,target_status,actual_page,expected_page,expected_page_id,client_actions,client_source_file,client_source_sha256,legacy_template_type,legacy_source_git_object,legacy_source_sha256,audit_status,fix_status,unresolved_reason
1113,src/main/resources/aion/data/static_data/quest_definition/quests/1113.xml,5584c476b8e73fe184c908752a4534fb5a00adda50f720ae4447e626f05facfe,NPC_REPORT,203076,k8,START,reward,REWARD,SELECT2,SELECT2,1352,1009,QUEST_Q1113.html,59a651abadb27e41b6fb8fb4c1be6fdfdffef7cce04bbaed7193062d13d468e1,monster_hunt,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1113,src/main/resources/aion/data/static_data/quest_definition/quests/1113.xml,5584c476b8e73fe184c908752a4534fb5a00adda50f720ae4447e626f05facfe,NPC_START,203076,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1007,QUEST_Q1113.html,59a651abadb27e41b6fb8fb4c1be6fdfdffef7cce04bbaed7193062d13d468e1,monster_hunt,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1115,src/main/resources/aion/data/static_data/quest_definition/quests/1115.xml,7794a3370d83f6294e61c994ddd47286ab5dbb8aca1c2067640b42ac4056dcea,NPC_START,203075,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1007,QUEST_Q1115.html,531a9eedbcee68346001ca7593f449e02c2bce9d25a97f195a3fb724f16d317f,report_to_many,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1118,src/main/resources/aion/data/static_data/quest_definition/quests/1118.xml,dbb961265eb0ff1fde95a22ec1bdce1ab589ccb03d6fecb49dffdfcb7d4bea39,NPC_START,203059,unaccepted,NONE,v0,START,SELECT1,SELECT1,1011,1007,QUEST_Q1118.html,354882276e6e72d27b4f0c65ef5635d56adfe1601c1cd3289367f9abe5fb084a,data_driven_quest,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1119,src/main/resources/aion/data/static_data/quest_definition/quests/1119.xml,762daa0557bc6ca88ac0ffdce14af9a90c30ba2da9c26779528b92fed95b50ab,NPC_START,203075,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1007,QUEST_Q1119.html,d3818304a604a07748a2d41b51016c67833036b7328b8b098b86c077aec9ddc5,report_to,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1120,src/main/resources/aion/data/static_data/quest_definition/quests/1120.xml,3addd47c8fa88b106a419c00568f9fd216178b2d5e80dacad86a7aec1c51eb54,NPC_REPORT,203082,k9,START,reward,REWARD,SELECT2,SELECT2,1352,1009,QUEST_Q1120.html,bb388c214675b17b745c9dec4ff0621668279b3d623fdb060094962124d3877a,monster_hunt,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1120,src/main/resources/aion/data/static_data/quest_definition/quests/1120.xml,3addd47c8fa88b106a419c00568f9fd216178b2d5e80dacad86a7aec1c51eb54,NPC_START,203082,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1007,QUEST_Q1120.html,bb388c214675b17b745c9dec4ff0621668279b3d623fdb060094962124d3877a,monster_hunt,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1122,src/main/resources/aion/data/static_data/quest_definition/quests/1122.xml,36b15bafa37e148241c6fd47ff89e2fe03672ae99be8ad628a5682f2e0b20c48,NPC_START,203060,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1007,QUEST_Q1122.html,4b01beb7ed8356eacdab86cdf755df8556f605856c1dfc64cf5829a05477cdbb,,,,EVIDENCE_REQUIRED,EVIDENCE_REQUIRED,quest has no unique full legacy template contract
1123,src/main/resources/aion/data/static_data/quest_definition/quests/1123.xml,0433062742394c5fd492eaa0f7a0720dbeda6c18407ae5bd7904d0d8b18b72b7,NPC_START,790001,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1012,QUEST_Q1123.html,2cb4b9435b72cdf6da09667178283197fd25cf7dd9ffbe2f558932d2ed7b9930,,,,EVIDENCE_REQUIRED,EVIDENCE_REQUIRED,quest has no unique full legacy template contract
1127,src/main/resources/aion/data/static_data/quest_definition/quests/1127.xml,4b61ef6d5740101b3429fd8002fdde78559f7949166328ca3aa049f9b443020a,NPC_START,798008,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1007,QUEST_Q1127.html,1b2e8e2ef552c33497ef20eb15055fe5bfc968eade3943df702364294e363960,,,,EVIDENCE_REQUIRED,EVIDENCE_REQUIRED,quest has no unique full legacy template contract
1131,src/main/resources/aion/data/static_data/quest_definition/quests/1131.xml,336d7d86a6ae460a405856c41f68c45e8aedbe0d18043f848a8ba77a113ec204,NPC_START,203097,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1012,QUEST_Q1131.html,41a724ff18c2930f15f266eee30b1c89b35957bd16ea6227ff54c9a092067c8d,data_driven_quest,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1133,src/main/resources/aion/data/static_data/quest_definition/quests/1133.xml,d6fe96ea26bc5fc9bf00c4c5ff9d0785eb60e1e9fddbfa75c5826a40ff2e05a1,NPC_REPORT,203096,k9,START,reward,REWARD,SELECT2,SELECT2,1352,1009,QUEST_Q1133.html,978c0efc46e29e988b7ef04e6ab7b743da9ff04e09cbc65197621ce329031c10,monster_hunt,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1133,src/main/resources/aion/data/static_data/quest_definition/quests/1133.xml,d6fe96ea26bc5fc9bf00c4c5ff9d0785eb60e1e9fddbfa75c5826a40ff2e05a1,NPC_START,203096,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1007,QUEST_Q1133.html,978c0efc46e29e988b7ef04e6ab7b743da9ff04e09cbc65197621ce329031c10,monster_hunt,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1134,src/main/resources/aion/data/static_data/quest_definition/quests/1134.xml,f5c680e370c8b29f7413bad85a39a68e11c0c811cbbb67f73ce3b5be6ece0db5,NPC_REPORT,203102,a6b6,START,reward,REWARD,SELECT2,SELECT2,1352,1009,QUEST_Q1134.html,ff2454e07695d26b1b0dc593f6f2b816c30665fdf9425881da647125b58e58d4,monster_hunt,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1134,src/main/resources/aion/data/static_data/quest_definition/quests/1134.xml,f5c680e370c8b29f7413bad85a39a68e11c0c811cbbb67f73ce3b5be6ece0db5,NPC_START,203102,unaccepted,NONE,a0b0,START,SELECT1,SELECT1,1011,1007,QUEST_Q1134.html,ff2454e07695d26b1b0dc593f6f2b816c30665fdf9425881da647125b58e58d4,monster_hunt,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1135,src/main/resources/aion/data/static_data/quest_definition/quests/1135.xml,b29fac2716fa3c3be04516b83172d46d78969842d0fb8b073bd8f9bd811faa42,NPC_REPORT,203190,k9,START,reward,REWARD,SELECT2,SELECT2,1352,1009,QUEST_Q1135.html,16f41d27fc557b53c127388d1e9b1bbef68b8a3baf9439fd1b70655fc3fcb2c7,monster_hunt,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1135,src/main/resources/aion/data/static_data/quest_definition/quests/1135.xml,b29fac2716fa3c3be04516b83172d46d78969842d0fb8b073bd8f9bd811faa42,NPC_START,203190,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1012,QUEST_Q1135.html,16f41d27fc557b53c127388d1e9b1bbef68b8a3baf9439fd1b70655fc3fcb2c7,monster_hunt,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1138,src/main/resources/aion/data/static_data/quest_definition/quests/1138.xml,2cc1c24121b727b075a889ac9d89f1d768e163ed96116cfc49d7fd3012eb31d0,NPC_REPORT,203123,started,START,reward,REWARD,SELECT5,SELECT5,2375,1009,QUEST_Q1138.html,8a791dfd98025b70e6d9fa68c6296c9c512256e477c3e6b02e71d35ab4a25758,report_to,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1138,src/main/resources/aion/data/static_data/quest_definition/quests/1138.xml,2cc1c24121b727b075a889ac9d89f1d768e163ed96116cfc49d7fd3012eb31d0,NPC_START,203110,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1012,QUEST_Q1138.html,8a791dfd98025b70e6d9fa68c6296c9c512256e477c3e6b02e71d35ab4a25758,report_to,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1139,src/main/resources/aion/data/static_data/quest_definition/quests/1139.xml,5c9270db13282af846eed2d97ab51f46a3621524ead276c3ad27784f43cd18cb,NPC_REPORT,203124,a6b4,START,reward,REWARD,SELECT2,SELECT2,1352,1009,QUEST_Q1139.html,1c35220a7186383813fa392a614e1517809301889498d6061cf2fed00608d9bd,monster_hunt,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1139,src/main/resources/aion/data/static_data/quest_definition/quests/1139.xml,5c9270db13282af846eed2d97ab51f46a3621524ead276c3ad27784f43cd18cb,NPC_START,203124,unaccepted,NONE,a0b0,START,SELECT1,SELECT1,1011,1007,QUEST_Q1139.html,1c35220a7186383813fa392a614e1517809301889498d6061cf2fed00608d9bd,monster_hunt,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1140,src/main/resources/aion/data/static_data/quest_definition/quests/1140.xml,e658d32c90f0bf375f9e06352db9dedd83e87bf3c3b5217bb916ca7dfb0bab77,NPC_REPORT,730001,started,START,reward,REWARD,SELECT5,SELECT5,2375,1009,QUEST_Q1140.html,39153bcee7c113b65b3445da7ec31adcc6cb0caeedaedf00ebd72d583e4a2bd8,report_to,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1140,src/main/resources/aion/data/static_data/quest_definition/quests/1140.xml,e658d32c90f0bf375f9e06352db9dedd83e87bf3c3b5217bb916ca7dfb0bab77,NPC_START,203123,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1012,QUEST_Q1140.html,39153bcee7c113b65b3445da7ec31adcc6cb0caeedaedf00ebd72d583e4a2bd8,report_to,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1141,src/main/resources/aion/data/static_data/quest_definition/quests/1141.xml,9387c263ffb1797f50344c3b447a2af5765275260f37225d9af5395b9c581820,NPC_REPORT,700122,started,START,reward,REWARD,SELECT5,SELECT5,2375,1009,QUEST_Q1141.html,20b3f7e4f304f78669d83e1fc4b96c69719320fe33c068ef08701a76cc1822fb,report_to,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1141,src/main/resources/aion/data/static_data/quest_definition/quests/1141.xml,9387c263ffb1797f50344c3b447a2af5765275260f37225d9af5395b9c581820,NPC_REPORT,730001,started,START,reward,REWARD,SELECT2,SELECT5,2375,1009,QUEST_Q1141.html,20b3f7e4f304f78669d83e1fc4b96c69719320fe33c068ef08701a76cc1822fb,report_to,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,EVIDENCE_REQUIRED,EVIDENCE_REQUIRED,current NPC is absent from the legacy template contract
1141,src/main/resources/aion/data/static_data/quest_definition/quests/1141.xml,9387c263ffb1797f50344c3b447a2af5765275260f37225d9af5395b9c581820,NPC_START,700122,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1007,QUEST_Q1141.html,20b3f7e4f304f78669d83e1fc4b96c69719320fe33c068ef08701a76cc1822fb,report_to,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,EVIDENCE_REQUIRED,EVIDENCE_REQUIRED,current NPC is absent from the legacy template contract
1141,src/main/resources/aion/data/static_data/quest_definition/quests/1141.xml,9387c263ffb1797f50344c3b447a2af5765275260f37225d9af5395b9c581820,NPC_START,730001,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1007,QUEST_Q1141.html,20b3f7e4f304f78669d83e1fc4b96c69719320fe33c068ef08701a76cc1822fb,report_to,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1142,src/main/resources/aion/data/static_data/quest_definition/quests/1142.xml,2e674534c105a0f64bc602b56b86a4d2976bf114deec8974a22081f5df06664f,NPC_START,203133,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1012,QUEST_Q1142.html,cae912e3c390c56b449ac4c121283e19db224f4d60d67692b13a9c85891a0cbb,report_to,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1143,src/main/resources/aion/data/static_data/quest_definition/quests/1143.xml,bea7db2a1f503ee01839b3720b66aab923c8617d3059965f94704e9b7aff756a,NPC_REPORT,730001,k10,START,reward,REWARD,SELECT2,SELECT2,1352,1009,QUEST_Q1143.html,0e1eb09de672a92a1d1acc08459d266d1b88698e3edd0e40431ef61fd2bf5b41,monster_hunt,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1143,src/main/resources/aion/data/static_data/quest_definition/quests/1143.xml,bea7db2a1f503ee01839b3720b66aab923c8617d3059965f94704e9b7aff756a,NPC_START,730001,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1012,QUEST_Q1143.html,0e1eb09de672a92a1d1acc08459d266d1b88698e3edd0e40431ef61fd2bf5b41,monster_hunt,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1147,src/main/resources/aion/data/static_data/quest_definition/quests/1147.xml,0acb72a44eba596860bc534736d66f7d30b3081575b8a56a4e4d8097a39520c5,NPC_START,203096,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1007,QUEST_Q1147.html,de59e67abdd5a67f55839c13f74755451317a39dd53c0e97b602f1d6790c98d3,report_to,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1150,src/main/resources/aion/data/static_data/quest_definition/quests/1150.xml,83b26b6ca2080341cf1f7abb53f5ee796b826d9eba829d307fb6af63aca61fa2,NPC_START,790000,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1012,QUEST_Q1150.html,6665c55bbf90df3812023ea5b2723f81fce930f5b53ee75a4f06f2abcefa10a6,report_to,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1152,src/main/resources/aion/data/static_data/quest_definition/quests/1152.xml,1c54490f338f2314c3935222275263318393ecfe629f320ba8a5645b972e1daa,NPC_START,203130,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1012,QUEST_Q1152.html,2bc7760eb527801fa62f50a8685e21d6cb72c093f17cf87410a7c292707b2283,data_driven_quest,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,EVIDENCE_REQUIRED,EVIDENCE_REQUIRED,current NPC is absent from the legacy template contract
1152,src/main/resources/aion/data/static_data/quest_definition/quests/1152.xml,1c54490f338f2314c3935222275263318393ecfe629f320ba8a5645b972e1daa,NPC_START,203132,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,1012,QUEST_Q1152.html,2bc7760eb527801fa62f50a8685e21d6cb72c093f17cf87410a7c292707b2283,data_driven_quest,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1153,src/main/resources/aion/data/static_data/quest_definition/quests/1153.xml,3df167532829d88a5adfd76662c00084a4dddb62fa9377856a45ac537782a549,NPC_START,203130,unaccepted,NONE,started,START,SELECT1,SELECT1,1011,20000 20001,QUEST_Q1153.html,f2ecd5376f15ef062a3ee84ba79d4b85b14ddf2807fce0a1ae92fc6e9b42fe21,report_to,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,CLIENT_LIFECYCLE_ALIGNED,NOT_NEEDED,
1156,src/main/resources/aion/data/static_data/quest_definition/quests/1156.xml,15f256c16a64248c5c4bd745a0304a88c2203c6d00c05f12dfc7a247c41517de,NPC_REPORT,203128,started,START,reward,REWARD,SELECT2,SELECT5,2375,1009,QUEST_Q1156.html,a2acb0db229fd5f71e5ef509dcf77f7aa12a95302f4cbdd516ec97ca7b5de2fa,report_to_many,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,EVIDENCE_REQUIRED,EVIDENCE_REQUIRED,current NPC is absent from the legacy template contract
1156,src/main/resources/aion/data/static_data/quest_definition/quests/1156.xml,15f256c16a64248c5c4bd745a0304a88c2203c6d00c05f12dfc7a247c41517de,NPC_REPORT,700003,started,START,reward,REWARD,SELECT2,SELECT5,2375,1009,QUEST_Q1156.html,a2acb0db229fd5f71e5ef509dcf77f7aa12a95302f4cbdd516ec97ca7b5de2fa,report_to_many,d8b94416e4f96778dec4b45641df097d693ba228,bad454f7f231ef391371a5250bd1644a5cd36a91a07a5e02e49b7c2986098dca,EVIDENCE_REQUIRED,EVIDENCE_REQUIRED,current NPC is absent from the legacy template contract
